x,y,only_x,only_y,gap
w36_ad199std_rescale,w29_ad194stdcorr,5.545193907455541,5.563995510048699,10.2173797301366
w36_ad199std_rescale,w27_ad190stdcorr,5.545193907455541,5.56142165028723,10.208776594430674
w36_ad199std_rescale,w23_ad187stdcorr,5.545193907455541,5.556949452729896,10.334592139581218
w36_ad199std_rescale,w21_ad187corr_ens4,5.545193907455541,5.571162295585964,11.273475368332583
w36_ad197std,w40_ad211std_rescale,5.5653815839323215,5.546872172039002,9.580662306339946
w36_ad197std,w34_ad195std_h3,5.5653815839323215,5.533158946491312,10.570724569726735
w36_ad197std,w38_ad202std_rescale,5.5653815839323215,5.5574471185100265,9.723225583671592
w36_ad197std,w34_ad196std_h3,5.5653815839323215,5.540969516208861,10.849973683827557
w36_ad197std,w34_ad195std_wh3,5.5653815839323215,5.547976383357309,11.042384153872263
w36_ad197std,w34_ad195std_w,5.5653815839323215,5.556961749098264,11.28911959886318
w36_ad197std,w29_ad194stdcorr,5.5653815839323215,5.563995510048699,11.514511452405713
w36_ad197std,w27_ad190stdcorr,5.5653815839323215,5.56142165028723,11.501782043022104
w36_ad197std,w23_ad187stdcorr,5.5653815839323215,5.556949452729896,11.533529383887071
w36_ad197std,w21_ad187corr_ens4,5.5653815839323215,5.571162295585964,12.232019372982904
w40_ad211std_rescale,w34_ad195std_h3,5.546872172039002,5.533158946491312,9.382019517885055
w40_ad211std_rescale,w38_ad202std_rescale,5.546872172039002,5.5574471185100265,10.931487964408007
w40_ad211std_rescale,w34_ad196std_h3,5.546872172039002,5.540969516208861,9.706731413665693
w40_ad211std_rescale,w34_ad195std_wh3,5.546872172039002,5.547976383357309,9.814506485476159
w40_ad211std_rescale,w34_ad195std_w,5.546872172039002,5.556961749098264,9.84674925240688
w40_ad211std_rescale,w29_ad194stdcorr,5.546872172039002,5.563995510048699,10.869819064915646
w40_ad211std_rescale,w27_ad190stdcorr,5.546872172039002,5.56142165028723,10.894032096432056
w40_ad211std_rescale,w23_ad187stdcorr,5.546872172039002,5.556949452729896,11.08053629391361
w40_ad211std_rescale,w21_ad187corr_ens4,5.546872172039002,5.571162295585964,12.298191590525676
w34_ad195std_h3,w38_ad202std_rescale,5.533158946491312,5.5574471185100265,9.357741102925502
