a,b,dcv,dlb,sd,p_reverse
stack_pub86_hybrid,w16l_maskw_h3,-0.0003679398387335109,-0.00024999999999997247,6.0241019282399924e-05,0.0
stack_pub86_hybrid,w16n_finegrid,-0.00037789610000205087,-0.00026999999999999247,6.126090532601974e-05,0.0
stack_pub86_hybrid,w16q_ens4avg,-0.00037371674624009366,-0.000280000000000058,6.031486190601363e-05,0.0
stack_pub86_hybrid,w16t_cellens4,-0.00037357228815848575,-0.000280000000000058,6.070247169609381e-05,0.0
stack_pub88_mine_logit,w16e_aonly,-0.00039448394526397923,-0.0002700000000001035,6.414042865323066e-05,0.0
stack_pub88_mine_logit,w16h_h3av6,-0.0003887824941180007,-0.00024000000000001798,6.271205790705376e-05,0.0
stack_pub88_mine_logit,w16i_schemeavg,-0.000395719739802014,-0.000260000000000038,6.401338519740902e-05,0.0
stack_pub88_mine_logit,w16l_maskw_h3,-0.00038579369659852425,-0.00024000000000001798,6.295266102776745e-05,0.0
stack_pub88_mine_logit,w16n_finegrid,-0.00039574995786706424,-0.000260000000000038,6.402296717402504e-05,0.0
stack_pub88_mine_logit,w16q_ens4avg,-0.000391570604105107,-0.0002700000000001035,6.15468755531479e-05,0.0
stack_pub88_mine_logit,w16t_cellens4,-0.0003914261460234991,-0.0002700000000001035,6.193576073238366e-05,0.0
w16e_aonly,w16h_h3av6,5.701451145978531e-06,3.0000000000085514e-05,9.13462411138686e-06,0.26
w16e_aonly,w16i_schemeavg,-1.2357945380347957e-06,1.0000000000065512e-05,3.1898342624036793e-06,0.358
w16e_aonly,w16l_maskw_h3,8.69024866545498e-06,3.0000000000085514e-05,1.0801356365240547e-05,0.192
w16e_aonly,w16n_finegrid,-1.2660126030850094e-06,1.0000000000065512e-05,3.2104446347185873e-06,0.356
w16e_aonly,w16q_ens4avg,2.913341158872207e-06,0.0,8.114662686393799e-06,0.344
w16e_aonly,w16t_cellens4,3.057799240480108e-06,0.0,8.93841348117001e-06,0.35
w16h_h3av6,w16i_schemeavg,-6.937245684013327e-06,-2.0000000000020002e-05,8.238580971104388e-06,0.202
w16h_h3av6,w16l_maskw_h3,2.9887975194764493e-06,0.0,6.101870813923813e-06,0.292
w16h_h3av6,w16n_finegrid,-6.9674637490635405e-06,-2.0000000000020002e-05,8.17242669802766e-06,0.196
w16h_h3av6,w16q_ens4avg,-2.788109987106324e-06,-3.0000000000085514e-05,1.0748284089147505e-05,0.382
w16h_h3av6,w16t_cellens4,-2.643651905498423e-06,-3.0000000000085514e-05,1.2446111422734241e-05,0.434
w16i_schemeavg,w16l_maskw_h3,9.926043203489776e-06,2.0000000000020002e-05,1.0128366493587233e-05,0.148
w16i_schemeavg,w16n_finegrid,-3.021806505021374e-08,0.0,4.0816252772352896e-07,0.478
w16i_schemeavg,w16q_ens4avg,4.1491356969070026e-06,-1.0000000000065512e-05,7.351468827997398e-06,0.302
w16i_schemeavg,w16t_cellens4,4.293593778514904e-06,-1.0000000000065512e-05,8.658128112514393e-06,0.304
w16l_maskw_h3,w16n_finegrid,-9.95626126853999e-06,-2.0000000000020002e-05,1.0077576126343688e-05,0.142
w16l_maskw_h3,w16q_ens4avg,-5.7769075065827735e-06,-3.0000000000085514e-05,1.2649095130600846e-05,0.316
w16l_maskw_h3,w16t_cellens4,-5.6324494249748724e-06,-3.0000000000085514e-05,1.4147883275810373e-05,0.346
w16n_finegrid,w16q_ens4avg,4.179353761957216e-06,-1.0000000000065512e-05,7.376325891432239e-06,0.3
w16n_finegrid,w16t_cellens4,4.323811843565117e-06,-1.0000000000065512e-05,8.668958700555843e-06,0.3
w16q_ens4avg,w16t_cellens4,1.4445808160790108e-07,0.0,5.024142021753245e-06,0.478
